10.0000, 0.0100, 0.8775, 0.9495
1000.0000, 0.0010, 0.8687, 0.9625
100.0000, 0.0100, 0.8666, 0.9948
100.0000, 0.0010, 0.8657, 0.9159
10.0000, 0.1000, 0.8591, 0.9998
1000.0000, 0.1000, 0.8578, 0.9999
100.0000, 0.1000, 0.8578, 0.9999
1.0000, 0.1000, 0.8500, 0.9774
1000.0000, 0.0100, 0.8482, 0.9998
1.0000, 0.0100, 0.8421, 0.8721
10.0000, 0.0010, 0.8413, 0.8664
1.0000, 0.0010, 0.7745, 0.7746
0.1000, 0.0100, 0.7536, 0.7498
0.1000, 0.1000, 0.7331, 0.7300
1000.0000, 1.0000, 0.6899, 0.9999
100.0000, 1.0000, 0.6899, 0.9999
10.0000, 1.0000, 0.6899, 0.9999
1.0000, 1.0000, 0.6873, 0.9999
100.0000, 5.0000, 0.6869, 0.9999
1000.0000, 5.0000, 0.6869, 0.9999
1000.0000, 2.0000, 0.6869, 0.9999
10.0000, 5.0000, 0.6869, 0.9999
1.0000, 5.0000, 0.6869, 0.9999
1.0000, 2.0000, 0.6869, 0.9999
10.0000, 2.0000, 0.6869, 0.9999
100.0000, 2.0000, 0.6869, 0.9999
0.0100, 0.0100, 0.6829, 0.6697
0.0100, 0.0010, 0.6829, 0.6697
0.1000, 0.0010, 0.6829, 0.6697
0.1000, 5.0000, 0.6829, 0.6697
0.0100, 5.0000, 0.6829, 0.6697
0.0010, 0.0100, 0.6829, 0.6697
0.0010, 1.0000, 0.6829, 0.6697
0.0010, 5.0000, 0.6829, 0.6697
0.0100, 1.0000, 0.6829, 0.6697
0.0010, 0.1000, 0.6829, 0.6697
0.0100, 0.1000, 0.6829, 0.6697
0.1000, 2.0000, 0.6829, 0.6697
0.0100, 2.0000, 0.6829, 0.6697
0.0010, 2.0000, 0.6829, 0.6697
0.1000, 1.0000, 0.6829, 0.6697
0.0010, 0.0010, 0.6829, 0.6697
